episode,success_delta_on_minus_off,zone_time_delta_on_minus_off,zone_ratio_delta_on_minus_off,target_err_mean_delta_on_minus_off,attach_err_mean_delta_on_minus_off,hf_target_err_diff_rms_delta_on_minus_off,hf_attach_err_diff_rms_delta_on_minus_off,hf_qdot_diff_rms_delta_on_minus_off,win_zone_time_on,win_attach_err_on,win_hf_attach_on,win_hf_qdot_on
119,0.0,-3.066,-0.3819133034379671,0.028363271072405438,-0.032296149505456825,-0.0003459954460931988,-0.0010242123388876586,0.18077517618617456,1.0,1.0,1.0,0.0
120,0.0,-3.208,-0.4196755625327054,-0.06313105639338247,-0.04708012429070756,-0.0003106190218795412,-0.0005584225851997009,-0.07423484505525235,1.0,1.0,1.0,1.0
121,0.0,-4.962,-0.4671436640933911,-0.005776649559860486,0.011899594109440918,5.592305638192597e-05,-2.0659101657015725e-05,0.08284178074163487,1.0,0.0,1.0,0.0
122,0.0,-2.274,-0.2883591174232818,-0.06385493058040631,-0.060173821236125274,-0.0005203653665178201,-0.0009505523523288843,-0.11154862239565799,1.0,1.0,1.0,1.0
123,0.0,0.3400000000000001,0.049047893825735725,0.02507151203665578,-0.022590590865240047,-0.0006617725171342573,-0.0009252083364846245,0.052519595300184074,0.0,1.0,1.0,0.0
124,0.0,-3.024,-0.370406663400294,-0.046568033986562105,-0.028111200854003916,-0.00029183345725169855,-0.0005016816608847072,-0.04324925795080681,1.0,1.0,1.0,1.0
125,0.0,-3.462,-0.2699625701809108,-0.06299229121345143,-0.058127235333850245,-0.0004858803987512211,-0.0010176596910072356,-0.10864762382803031,1.0,1.0,1.0,1.0
126,0.0,-0.19,-0.013134245817779621,-0.02444044546402145,-0.007057678716340433,-0.00023290210659541284,-0.0005611523269545288,0.01563772694114085,1.0,1.0,1.0,0.0
127,0.0,-4.048,-0.4635822262940907,-0.07092995517274737,-0.06252190240756375,-0.000552396122728883,-0.0009084938516341198,-0.0684604558362269,1.0,1.0,1.0,1.0
128,0.0,-1.8239999999999998,-0.28491096532333643,-0.016594577910250707,-0.04331626879214708,-0.0004215649942973434,-0.0007169465498190475,0.2217466707808864,1.0,1.0,1.0,0.0
129,0.0,-2.478,-0.26917227894851187,-0.05207345777231198,-0.030624150906858834,-0.0003023513109737157,-0.0005400356085869993,-0.10912367522766009,1.0,1.0,1.0,1.0
130,0.0,-4.053999999999999,-0.4621523027815777,-0.0347899950143046,-0.015712497083179358,-0.000232961542815875,-0.00042556883914262884,-0.06586202749319853,1.0,1.0,1.0,1.0
131,0.0,-2.142,-0.24056603773584906,-0.06972494773244148,-0.05623026012110998,-0.00035464577753043327,-0.0006527116743997986,-0.0914505381217634,1.0,1.0,1.0,1.0
132,-1.0,-0.202,-0.030953110634385536,0.7079288338190024,nan,-0.00042675429169837455,nan,0.042148921668172246,1.0,nan,nan,0.0
133,0.0,-0.51,-0.06948228882833787,0.0018833573661447,-0.02676369572982795,-0.0006205381462286169,-0.000900339596740442,-0.07098755575941923,1.0,1.0,1.0,1.0
134,0.0,-2.136,-0.3543463835434638,0.041417106401873044,-0.04299853062939395,-0.0004992365880074172,-0.0007531093559788808,0.1096038751997293,1.0,1.0,1.0,0.0
135,0.0,0.31600000000000006,0.040523211079764046,-0.02758725299741613,-0.019814842236765485,-0.00031921655495431274,-0.0005013828349630458,-0.08148583488437078,0.0,1.0,1.0,1.0
136,-1.0,-1.812,-0.2705285159749179,0.6197394645113704,nan,5.641683128163261e-05,nan,0.17602491337495688,1.0,nan,nan,0.0
137,0.0,-2.484,-0.24338624338624337,-0.05199621778570393,-0.030857638149339818,-0.00034579520161227427,-0.0006346205853084902,-0.1236599313922423,1.0,1.0,1.0,1.0
138,-1.0,-4.014,-0.4779709454632055,0.18730315326673083,nan,-0.00031613521614657844,nan,0.031496859261098686,1.0,nan,nan,0.0
139,0.0,-1.0780000000000003,-0.11945921985815602,-0.07187767669404777,-0.057393859571222144,-0.0003069721696670705,-0.0006432137125735079,-0.09727729344741226,1.0,1.0,1.0,1.0
140,0.0,-4.550000000000001,-0.37368593955321944,-0.06844951692968038,-0.05427995378504605,-0.0007081932552388024,-0.0010627361899035795,-0.10993360927231904,1.0,1.0,1.0,1.0
141,0.0,0.0,0.0,0.057562087573985427,-0.046873368167845375,-0.0006550695320487103,-0.0011129533102665658,0.13608852878343536,0.0,1.0,1.0,0.0
142,0.0,-2.1340000000000003,-0.2572944297082228,-0.06568253666999713,-0.04905924109999091,-0.0003556976377154608,-0.000633405388432101,-0.11476081115606962,1.0,1.0,1.0,1.0
143,0.0,1.026,0.13194444444444445,-0.03309800829400042,-0.02609739536473464,-0.0005253596670107715,-0.0007731379459876704,-0.07801515271870696,0.0,1.0,1.0,1.0
144,-1.0,-3.7140000000000004,-0.4461797212878424,0.17352671854242085,nan,-0.00037320897073758025,nan,0.04843198149526773,1.0,nan,nan,0.0
145,0.0,-0.788,-0.0591680432497372,-0.05565983761476767,-0.043909875429503746,-0.0007755403302209334,-0.0011718839354591573,0.0033771223881739476,1.0,1.0,1.0,0.0
146,0.0,-2.83,-0.35968479918657853,-0.07858721448761395,-0.07410531625544158,-0.000499125164800622,-0.0008903786436624579,-0.06409174820179075,1.0,1.0,1.0,1.0
147,0.0,-2.2640000000000002,-0.30536822228216887,-0.06139378287309197,-0.04157433367269074,-0.000209360416735705,-0.00048512265680833986,-0.018853169775838674,1.0,1.0,1.0,1.0
